#                                                                                                running time (s)                 
#                                                                                         -------------------------------          
# idx  seq name                        length  cm from    cm to  trunc    bit sc  avg pp  band calc  alignment      total  mem (Mb)
# ---  ------------------------------  ------  -------  -------  -----  --------  ------  ---------  ---------  ---------  --------
  276  JWIR02000037.1/123567-123403       165        1      171     no    129.85   0.966       0.00       0.01       0.01      1.15
  277  LJUS01000009.1/23240-23006         235        1      171     no     41.29   0.940       0.01       0.19       0.19     17.54
  278  MNTH01000259.1/4375-4209           167        1      171     no     82.42   0.915       0.00       0.03       0.03      1.90
  279  CP002512.1/1499574-1499418         157        1      171     no     81.58   0.885       0.00       0.03       0.03      2.92
  280  CP013213.1/834634-834501           134        1      171     no     69.88   0.932       0.00       0.04       0.04      3.17
  281  ACJM01000001.1/235940-236093       154        1      171     no    105.00   0.945       0.00       0.01       0.02      1.35
  282  MGAI01000031.1/25875-26082         208        1      171     no     47.08   0.937       0.00       0.24       0.24     18.06
  283  AODH01000035.1/14831-14680         152        1      171     no     89.49   0.969       0.00       0.02       0.03      1.53
  284  CP014231.1/1309692-1309839         148        1      171     no     84.61   0.957       0.01       0.04       0.05      2.92
  285  LCDA01000006.1/3132-3255           124        1      171     no     42.50   0.926       0.00       0.05       0.05      3.32
  286  MKTL01000027.1/4868-4720           149        1      171     no    110.66   0.965       0.00       0.01       0.01      1.25
  287  LJCO01000040.1/47064-46895         170        1      171     no     82.44   0.900       0.01       0.02       0.03      1.58
  288  CP002780.1/369675-369826           152        1      171     no    104.46   0.943       0.01       0.01       0.02      1.37
  289  CM001376.1/1351834-1351679         156        1      171     no     79.05   0.962       0.00       0.01       0.02      1.74
  290  GG697151.2/5148-5315               168        1      171     no     73.79   0.851       0.00       0.04       0.04      3.62
  291  CP006721.1/299827-300027           201        1      171     no     67.94   0.930       0.01       0.13       0.14      2.96
  292  LMZR01000011.1/58124-57875         250        1      171     no     44.95   0.928       0.01       0.30       0.31     23.20
  293  KE136516.1/600729-600583           147        1      171     no     96.83   0.937       0.00       0.01       0.01      1.63
  294  CP004856.1/1594196-1594053         144        1      171     no     76.03   0.912       0.00       0.02       0.02      2.24
  295  JH417577.1/12916-13063             148        1      171     no     81.79   0.947       0.00       0.01       0.01      1.64
  296  LGSS01000006.1/58892-59036         145        1      171     no     77.68   0.883       0.00       0.02       0.02      2.43
  297  GL987995.1/4224-4078               147        1      171     no     90.56   0.895       0.00       0.01       0.01      1.44
  298  JXAK01000083.1/2548-2340           209        1      171     no     71.40   0.834       0.00       0.02       0.02      2.89
  299  FR898645.1/29276-29121             156        1      171     no     93.24   0.913       0.00       0.02       0.02      2.12
  300  NGKU01000001.1/1408640-1408496     145        1      171     no     70.26   0.909       0.00       0.02       0.02      2.30
  301  MDZE01000012.1/6064-5875           190        1      171     no     73.43   0.877       0.00       0.02       0.03      3.22
  302  CM000735.1/130443-130599           157        1      171     no    123.62   0.956       0.00       0.01       0.01      1.16
  303  CP002281.1/1370971-1370818         154        1      171     no    101.22   0.896       0.00       0.01       0.01      1.36
  304  FQXI01000001.1/48150-48007         144        1      171     no     71.42   0.934       0.00       0.01       0.02      1.86
  305  LFEL01000024.1/7610-7780           171        1      171     no    143.92   0.958       0.00       0.01       0.01      1.18
  306  CP015756.1/4527349-4527190         160        1      171     no    122.18   0.961       0.00       0.01       0.01      1.36
  307  JQBL01000005.1/56502-56647         146        1      171     no     86.90   0.956       0.00       0.02       0.02      2.21
  308  JRUN01000032.1/7669-7834           166        1      171     no    131.27   0.935       0.00       0.01       0.01      1.14
  309  CP001056.1/338281-338429           149        1      171     no     80.93   0.867       0.00       0.02       0.03      1.76
  310  FQVM01000003.1/140708-140868       161        1      171     no    112.02   0.938       0.00       0.02       0.02      1.33
  311  CP011391.1/2517189-2517040         150        1      171     no     70.35   0.890       0.00       0.03       0.03      2.98
  312  AAJM01000004.1/43593-43438         156        1      171     no    122.79   0.958       0.00       0.01       0.01      1.17
  313  BAUV01000055.1/6449-6606           158        1      171     no    126.78   0.981       0.00       0.01       0.01      1.16
  314  FOVK01000001.1/836053-836205       153        1      171     no    119.50   0.979       0.00       0.01       0.01      1.31
  315  CP014806.1/2759389-2759224         166        1      171     no    121.32   0.944       0.00       0.01       0.01      1.23
  316  FTLX01000007.1/224161-223992       170        1      171     no    115.94   0.955       0.00       0.01       0.01      1.19
  317  CP009241.1/6867377-6867156         222        1      171     no     51.02   0.795       0.00       0.03       0.03      3.26
  318  CP015378.1/159484-159645           162        1      171     no    116.32   0.939       0.00       0.01       0.01      1.18
  319  HF988406.1/81730-81540             191        1      171     no     54.45   0.824       0.00       0.05       0.05      3.41
  320  GG657592.1/3279349-3279549         201        1      171     no     48.41   0.837       0.00       0.04       0.04      4.70
  321  AP006840.1/222194-222354           161        1      171     no     78.21   0.922       0.00       0.01       0.01      1.42
  322  CP009286.1/4980015-4979796         220        1      171     no     56.79   0.791       0.00       0.02       0.03      3.36
  323  FTPL01000002.1/479975-479811       165        1      171     no    115.19   0.940       0.00       0.01       0.01      1.26
  324  AYYI01000105.1/30192-30339         148        1      171     no     82.53   0.959       0.00       0.01       0.01      1.52
  325  LWDV01000007.1/298632-298462       171        1      171     no    124.96   0.947       0.00       0.01       0.01      1.38
  326  CP001720.1/630805-630958           154        1      171     no    102.96   0.923       0.00       0.01       0.01      1.36
  327  FNPG01000007.1/110574-110418       157        1      171     no     76.86   0.945       0.00       0.02       0.02      2.22
  328  LSSX01000001.1/26605-26761         157        1      171     no     73.10   0.848       0.00       0.01       0.02      1.86
  329  KE159600.1/186309-186150           160        1      171     no     78.46   0.937       0.00       0.02       0.02      2.22
  330  AENN01000016.1/46382-46230         153        1      171     no     90.95   0.918       0.00       0.01       0.01      1.46
  331  FR894094.1/38035-38193             159        1      171     no     87.48   0.890       0.00       0.02       0.02      2.40
  332  GG700527.1/33016-33158             143        1      171     no     85.79   0.912       0.00       0.02       0.02      2.40
  333  FQVW01000003.1/85857-85686         172        1      171     no    105.57   0.923       0.00       0.01       0.01      1.30
  334  MGAG01000009.1/73693-73925         233        1      171     no     51.02   0.918       0.00       0.29       0.29     24.21
  335  MIEK01000034.1/17427-17280         148        1      171     no     95.21   0.955       0.00       0.01       0.01      1.77
  336  FQUW01000011.1/10279-10094         186        1      171     no    115.67   0.929       0.00       0.01       0.01      1.56
  337  CP001034.1/253764-253942           179        1      171     no    112.59   0.922       0.00       0.01       0.01      1.62
  338  CP000922.1/156745-156916           172        1      171     no    139.55   0.944       0.00       0.01       0.01      1.23
  339  FPIU01000021.1/82723-82460         264        1      171     no     83.80   0.870       0.00       0.04       0.04      5.37
  340  FQTU01000008.1/36117-35958         160        1      171     no     80.14   0.914       0.00       0.02       0.02      1.98
  341  LQYT01000002.1/38709-38883         175        1      171     no    126.06   0.933       0.00       0.01       0.01      1.31
  342  JXWY01000154.1/11229-11443         215        1      171     no    131.15   0.862       0.00       0.01       0.01      1.80
  343  AORV01000072.1/42012-41806         207        1      171     no     52.63   0.913       0.00       0.06       0.07      7.20
  344  BA000043.1/166978-167149           172        1      171     no    137.34   0.939       0.00       0.01       0.01      1.20
  345  FR899492.1/8123-7974               150        1      171     no     86.80   0.877       0.00       0.02       0.02      2.04
  346  CP002273.2/453707-453857           151        1      171     no     92.52   0.930       0.00       0.01       0.01      1.46
  347  LOER01000004.1/113359-113512       154        1      171     no    103.59   0.933       0.00       0.01       0.01      1.35
  348  ALXI01000140.1/116092-116318       227        1      171     no    103.01   0.878       0.00       0.01       0.02      2.14
  349  CM001022.1/1362132-1362283         152        1      171     no    102.66   0.957       0.00       0.01       0.01      1.58
  350  LATZ01000013.1/80965-80797         169        1      171     no    134.02   0.948       0.00       0.01       0.01      1.10
  351  MAMP01000025.1/7104-7273           170        1      171     no    115.30   0.951       0.00       0.01       0.01      1.19
  352  CP003583.1/1597925-1598072         148        1      171     no     75.67   0.917       0.00       0.02       0.02      2.62
  353  LFZW01000001.1/154163-154332       170        1      171     no    120.25   0.940       0.00       0.01       0.01      1.23
  354  LADP01000015.1/60308-60465         158        1      171     no    110.12   0.939       0.00       0.01       0.01      1.19
  355  LTWW01000013.1/3516-3726           211        1      171     no    126.20   0.881       0.00       0.01       0.01      1.63
  356  FOGW01000020.1/2388-2231           158        1      171     no     76.82   0.950       0.00       0.02       0.02      2.79
  357  FQZS01000026.1/14466-14312         155        1      171     no     96.77   0.931       0.00       0.01       0.01      1.46
  358  BAWA01000011.1/17460-17615         156        1      171     no    123.41   0.978       0.00       0.01       0.01      1.05
  359  LGGU01000008.1/7022-6863           160        1      171     no     98.07   0.928       0.00       0.01       0.01      1.58
  360  CDRZ01000263.1/10688-10527         162        1      171     no    114.14   0.945       0.00       0.01       0.01      1.22
  361  NGMT01000002.1/967256-967404       149        1      171     no     83.31   0.973       0.00       0.01       0.02      1.81
  362  ADNT01000053.1/16506-16380         127        1      171     no     57.98   0.863       0.00       0.03       0.03      2.90
  363  GG729938.1/21169-21317             149        1      171     no     55.21   0.913       0.00       0.03       0.03      3.17
  364  CP011058.1/2830842-2831162         321        1      171     no     50.37   0.795       0.01       0.10       0.10      9.61
  365  AFVQ02000120.1/21462-21292         171        1      171     no    102.68   0.892       0.01       0.02       0.03      1.44
  366  AHKH01000066.1/15183-15011         173        1      171     no     69.94   0.909       0.00       0.02       0.03      2.54
  367  CP000909.1/599256-599456           201        1      171     no     63.01   0.959       0.00       0.07       0.07      6.88
  368  CP003273.1/605508-605661           154        1      171     no    110.88   0.954       0.00       0.01       0.01      1.27
  369  MNRF01000409.1/30409-30565         157        1      171     no     65.54   0.913       0.00       0.02       0.02      2.52
  370  CP009687.1/3704374-3704214         161        1      171     no    112.99   0.935       0.00       0.01       0.01      1.39
  371  KI273067.1/154-305                 152        1      171     no     77.90   0.933       0.00       0.01       0.02      1.59
  372  MEYG01000125.1/6973-6796           178        1      171     no    110.95   0.926       0.00       0.02       0.02      1.65
  373  CYSP01000005.1/41984-42160         177        1      171     no     92.72   0.907       0.00       0.01       0.02      1.56
  374  LOHZ01000033.1/21657-21818         162        1      171     no    118.80   0.941       0.00       0.01       0.01      1.32
  375  CYZR01000003.1/286417-286583       167        1      171     no    118.44   0.942       0.00       0.01       0.01      1.31
  376  LN831776.1/7061867-7061654         214        1      171     no     58.13   0.783       0.00       0.02       0.02      2.43
  377  NHRJ01000015.1/9689-9896           208        1      171     no     97.97   0.915       0.00       0.01       0.02      1.84
  378  CP016020.1/3997747-3997580         168        1      171     no    137.26   0.962       0.00       0.01       0.01      1.07
  379  LEKT01000032.1/6413-6261           153        1      171     no     83.67   0.953       0.00       0.02       0.03      1.49
  380  AKKB01000049.1/2589-2419           171        1      171     no    104.86   0.892       0.02       0.02       0.04      1.39
  381  LGFU01000207.1/1858-1660           199        1      171     no     37.82   0.922       0.02       0.20       0.22     13.85
  382  MFJV01000001.1/176583-176740       158        1      171     no     42.62   0.926       0.00       0.08       0.09      8.78
  383  HF999799.1/21435-21284             152        1      171     no     78.31   0.864       0.00       0.02       0.02      2.38
  384  FP929048.1/1244979-1244822         158        1      171     no     79.03   0.924       0.00       0.02       0.02      1.95
  385  FR888971.1/16151-16335             185        1      171     no     70.98   0.906       0.00       0.05       0.05      5.29
  386  AGUG01000229.1/1928-2122           195        1      171     no    138.00   0.914       0.00       0.01       0.01      1.46
  387  AP008971.1/1324222-1324363         142        1      171     no     61.21   0.873       0.00       0.02       0.02      2.61
  388  CP001739.1/1646638-1646398         241        1      171     no     74.60   0.792       0.00       0.03       0.03      3.57
  389  BAUU01000026.1/24468-24631         164        1      171     no    131.48   0.962       0.00       0.01       0.01      1.19
  390  LKIE01000083.1/961-1132            172        1      171     no    115.66   0.922       0.00       0.01       0.01      1.45
  391  LOED01000014.1/6331-6171           161        1      171     no    118.22   0.949       0.00       0.01       0.01      1.27
  392  FR884724.1/40951-40800             152        1      171     no     82.10   0.951       0.00       0.01       0.01      1.51
  393  CP002637.1/816499-816652           154        1      171     no     79.31   0.934       0.00       0.01       0.02      1.75
  394  ACSJ01000007.1/1361650-1361468     183        1      171     no    107.14   0.908       0.00       0.06       0.06      1.69
  395  CP002131.1/1982127-1981969         159        1      171     no    116.95   0.944       0.08       0.02       0.10      1.24
  396  AEXM01000026.1/37053-36910         144        1      171     no     84.37   0.959       0.01       0.09       0.10      1.47
  397  LMRV01000053.1/12640-12853         214        1      171     no     61.57   0.820       0.01       0.06       0.06      3.00
  398  AENP01000026.1/84882-85023         142        1      171     no     72.10   0.835       0.00       0.04       0.04      1.95
  399  JYFD01000210.1/24572-24410         163        1      171     no     89.12   0.942       0.00       0.01       0.02      1.56
  400  LKET01000006.1/4471-4319           153        1      171     no     94.19   0.932       0.00       0.08       0.09      1.57
  401  LGGV01000014.1/8810-8651           160        1      171     no     86.96   0.893       0.00       0.05       0.06      1.88
  402  KB933398.1/3907785-3907614         172        1      171     no    114.91   0.927       0.01       0.01       0.02      1.39
  403  AVBF01000100.1/2672-2502           171        1      171     no    119.13   0.924       0.00       0.01       0.01      1.35
  404  CP014160.1/1686003-1686133         131        1      171     no     61.34   0.960       0.00       0.03       0.03      2.98
  405  FR893524.1/492-643                 152        1      171     no     91.69   0.936       0.00       0.02       0.02      2.35
  406  LZRT01000088.1/2856-2694           163        1      171     no     85.11   0.942       0.00       0.01       0.02      1.52
  407  GL892032.1/2598280-2598443         164        1      171     no    104.64   0.937       0.00       0.01       0.01      1.49
  408  HF996819.1/24513-24367             147        1      171     no     74.38   0.957       0.00       0.02       0.02      2.26
  409  CP017267.1/1136040-1135892         149        1      171     no     87.26   0.942       0.00       0.02       0.02      1.62
  410  MLBF01000032.1/35573-35412         162        1      171     no    104.28   0.935       0.00       0.01       0.01      1.33
  411  LPVJ01000058.1/6523-6351           173        1      171     no     75.54   0.888       0.00       0.01       0.02      1.66
  412  AECU01000083.1/119176-119339       164        1      171     no     70.40   0.872       0.00       0.04       0.04      3.54
  413  MNXI01000018.1/5544-5384           161        1      171     no     96.20   0.925       0.00       0.01       0.02      1.35
  414  AFCE01000097.1/8083-8245           163        1      171     no    112.20   0.940       0.00       0.01       0.01      1.29
  415  JYHN01000054.1/106277-106466       190        1      171     no     57.30   0.826       0.00       0.04       0.04      3.71
  416  MNUA01000043.1/315-165             151        1      171     no     75.82   0.871       0.00       0.02       0.02      2.31
  417  AM295250.1/1674493-1674283         211        1      171     no    111.39   0.891       0.00       0.01       0.02      1.87
  418  MKIE01000005.1/143331-143180       152        1      171     no     99.93   0.941       0.00       0.01       0.01      1.36
  419  JMIR01000006.1/77223-77401         179        1      171     no     92.80   0.879       0.00       0.02       0.02      1.84
  420  HF990904.1/20304-20158             147        1      171     no     78.33   0.937       0.00       0.02       0.02      1.91
  421  DS560019.1/1220280-1220447         168        1      171     no    105.78   0.876       0.00       0.01       0.01      1.34
  422  JXLP01000027.1/7172-7339           168        1      171     no    124.47   0.952       0.00       0.01       0.01      1.14
  423  CP011280.1/405381-405506           126        1      171     no     64.23   0.906       0.00       0.02       0.03      2.48
  424  BALG01000227.1/10722-10893         172        1      171     no     73.43   0.893       0.00       0.02       0.02      2.06
  425  ACDZ02000008.1/209948-210096       149        1      171     no     85.35   0.922       0.00       0.06       0.07      3.03
  426  AODF01000014.1/67514-67710         197        1      171     no    143.92   0.927       0.11       0.02       0.13      1.45
  427  CP001114.1/2595185-2594997         189        1      171     no     42.45   0.960       0.00       0.31       0.31      6.92
  428  CP011388.1/1347029-1346805         225        1      171     no     74.20   0.803       0.01       0.11       0.12      4.05
  429  CP014616.1/2173324-2173497         174        1      171     no    117.33   0.904       0.01       0.02       0.03      1.43
  430  MASJ01000015.1/8207-8379           173        1      171     no    104.43   0.904       0.01       0.04       0.05      1.43
  431  FQVL01000006.1/191781-191625       157        1      171     no    124.96   0.980       0.01       0.05       0.06      1.12
  432  FNZX01000006.1/54825-54975         151        1      171     no     73.10   0.875       0.02       0.06       0.08      2.07
  433  GG697141.2/405490-405329           162        1      171     no     72.38   0.929       0.01       0.04       0.04      1.91
  434  CP007514.1/716410-716588           179        1      171     no    101.83   0.917       0.02       0.03       0.04      1.63
  435  FRAC01000020.1/135673-135511       163        1      171     no     60.61   0.868       0.00       0.18       0.18      2.96
  436  AFGF01000019.1/13373-13057         317        1      171     no     89.06   0.873       0.18       0.30       0.49      3.16
  437  LECW02000007.1/8501-8328           174        1      171     no    131.30   0.932       0.01       0.02       0.03      1.23
  438  CP007739.1/177161-177327           167        1      171     no    144.27   0.943       0.01       0.20       0.21      1.07
  439  NGLG01000001.1/1243784-1243926     143        1      171     no     77.35   0.946       0.01       0.04       0.05      2.32
  440  LDXJ01000058.1/202972-202606       367        1      171     no     85.97   0.897       0.01       0.09       0.09      3.69
  441  LOEE01000041.1/6256-6087           170        1      171     no    115.68   0.919       0.01       0.05       0.06      1.39
  442  MNGR01001888.1/201-375             175        1      171     no     87.35   0.949       0.01       0.18       0.18      3.14
  443  MGBG01000022.1/18572-18740         169        1      171     no     67.45   0.953       0.00       0.08       0.09      1.80
  444  ALPT02000103.1/9713-9883           171        1      171     no    130.19   0.946       0.01       0.03       0.04      1.24
  445  KE150423.1/19757-19930             174        1      171     no    107.72   0.914       0.01       0.04       0.05      1.38
  446  CP019699.1/195596-195760           165        1      171     no    107.19   0.971       0.06       0.02       0.07      1.43
  447  FR891123.1/17403-17248             156        1      171     no     78.96   0.930       0.01       0.09       0.10      1.69
  448  CP002770.1/2876436-2876252         185        1      171     no    113.91   0.878       0.02       0.02       0.04      1.55
  449  CP019433.1/1566098-1565941         158        1      171     no     58.76   0.859       0.00       0.06       0.06      2.97
  450  LADN01000092.1/2660-2407           254        1      171     no     97.16   0.805       0.01       0.04       0.06      2.51
  451  LM997412.1/809345-809488           144        1      171     no     62.68   0.908       0.00       0.03       0.04      2.54
  452  KK073875.1/6003503-6003300         204        1      171     no     86.52   0.837       0.00       0.03       0.03      2.00
  453  MBTG01000057.1/8907-9097           191        1      171     no     82.34   0.853       0.00       0.02       0.02      1.91
  454  CCDI010000005.1/16154-16323        170        1      171     no    116.60   0.946       0.00       0.01       0.01      1.30
  455  CP001859.1/1063237-1063391         155        1      171     no     68.91   0.909       0.00       0.01       0.02      1.57
  456  CP000860.1/387919-388097           179        1      171     no    100.93   0.888       0.00       0.02       0.02      1.79
  457  AP012027.1/502591-502723           133        1      171     no     66.77   0.895       0.00       0.03       0.03      3.04
  458  MJHW01000011.1/121267-121116       152        1      171     no     74.73   0.925       0.00       0.02       0.03      2.00
  459  LXGJ01000332.1/15396-15228         169        1      171     no    117.53   0.940       0.01       0.12       0.13      1.37
  460  HF986995.1/23721-23878             158        1      171     no     71.18   0.956       0.08       0.13       0.21      2.28
  461  CAGS01000132.1/4509-4349           161        1      171     no    109.54   0.935       0.00       0.04       0.05      1.34
  462  FWWR01000009.1/432001-431856       146        1      171     no     79.22   0.904       0.00       0.11       0.11      2.11
  463  FR888936.1/34958-35116             159        1      171     no     83.24   0.922       0.01       0.28       0.29      1.93
  464  AKVJ01000066.1/350359-350161       199        1      171     no     75.13   0.810       0.10       0.03       0.13      1.84
  465  GL985174.1/10322-10176             147        1      171     no     82.46   0.868       0.00       0.07       0.08      1.52
  466  HG917868.1/1480944-1480796         149        1      171     no    104.19   0.968       0.01       0.03       0.03      1.40
  467  BAXB01000001.1/26241-26404         164        1      171     no    112.69   0.956       0.01       0.03       0.04      1.17
  468  FUXM01000009.1/3016-2864           153        1      171     no     86.27   0.937       0.01       0.03       0.03      1.41
  469  MJAT01000035.1/17935-18087         153        1      171     no     79.23   0.932       0.01       0.07       0.08      2.21
  470  CP001107.1/746226-746387           162        1      171     no     65.37   0.909       0.10       0.32       0.42      2.81
  471  CP003923.1/123372-123526           155        1      171     no    113.60   0.933       0.03       0.07       0.10      1.15
  472  LGKI01000068.1/5896-6063           168        1      171     no    103.49   0.924       0.05       0.07       0.12      1.41
  473  CCRF01000008.1/10560-10849         290        1      171     no    107.11   0.840       0.01       0.07       0.08      2.79
  474  CP002736.1/293234-293390           157        1      171     no    106.40   0.911       0.02       0.09       0.11      1.38
  475  FUWW01000005.1/64932-64787         146        1      171     no     72.84   0.927       0.01       0.11       0.12      3.51
  476  JXIQ01000197.1/5285-5116           170        1      171     no    135.06   0.943       0.01       0.02       0.03      1.09
  477  FQXR01000006.1/147307-147154       154        1      171     no    111.00   0.946       0.01       0.02       0.03      1.29
  478  FR894535.1/5030-5181               152        1      171     no     78.93   0.908       0.00       0.03       0.04      2.04
  479  CP010028.1/2826229-2826378         150        1      171     no     38.19   0.877       0.00       0.04       0.05      3.96
  480  LJIZ01000034.1/56645-56480         166        1      171     no    132.96   0.965       0.00       0.01       0.01      1.19
  481  JH815222.1/3112453-3112286         168        1      171     no    111.92   0.987       0.00       0.01       0.01      1.36
  482  JUEI01000008.1/26339-26562         224        1      171     no     60.59   0.802       0.01       0.04       0.04      2.42
  483  CP020705.1/346317-346533           217        1      171     no     70.66   0.877       0.00       0.06       0.07      5.09
  484  NGLE01000001.1/457502-457650       149        1      171     no     81.02   0.943       0.00       0.02       0.02      2.16
  485  HF986212.1/21246-21084             163        1      171     no     81.70   0.920       0.00       0.01       0.02      1.49
  486  AWXB01000027.1/9012-9153           142        1      171     no     70.12   0.942       0.00       0.02       0.02      2.29
  487  HF993122.1/148332-148513           182        1      171     no     79.11   0.883       0.00       0.04       0.04      3.89
  488  CP001791.1/393576-393737           162        1      171     no    117.26   0.949       0.00       0.01       0.01      1.16
  489  LILC01000035.1/46105-45936         170        1      171     no    130.78   0.912       0.00       0.01       0.01      1.21
  490  JJNX02000022.1/10436-10644         209        1      171     no    108.97   0.894       0.00       0.01       0.02      1.87
  491  JRNX01000041.1/1555-1719           165        1      171     no    115.49   0.944       0.00       0.01       0.01      1.44
  492  MIJY01000001.1/160606-160754       149        1      171     no     81.43   0.942       0.00       0.02       0.02      1.89
  493  CP001997.1/760796-760953           158        1      171     no     95.92   0.913       0.00       0.01       0.02      1.65
  494  KI273145.1/114914-115084           171        1      171     no    101.57   0.917       0.00       0.01       0.02      1.57
  495  CP009279.1/6040110-6039889         222        1      171     no     65.12   0.842       0.00       0.03       0.03      3.21
  496  BASE01000010.1/7220-7389           170        1      171     no    137.79   0.954       0.00       0.01       0.01      1.09
  497  JMQF01000028.1/75167-75043         125        1      171     no     39.95   0.956       0.00       0.03       0.03      2.54
  498  CP003732.1/1997108-1996954         155        1      171     no    106.38   0.961       0.00       0.01       0.01      1.30
  499  AZGA01000016.1/108350-108201       150        1      171     no     90.82   0.961       0.00       0.02       0.02      2.04
  500  HF994979.1/22510-22657             148        1      171     no     84.10   0.917       0.00       0.02       0.02      1.97
  501  MFWZ01000006.1/2099-2367           269        1      171     no     50.22   0.916       0.01       1.04       1.05     27.79
  502  LJIY01000004.1/88382-88211         172        1      171     no    119.10   0.934       0.02       0.01       0.04      1.29
  503  CP007452.1/1848931-1848778         154        1      171     no     91.30   0.932       0.01       0.02       0.02      1.26
  504  AOFT01000009.1/71231-71062         170        1      171     no    112.56   0.925       0.02       0.02       0.04      1.44
  505  ABTR02000001.1/2152196-2152352     157        1      171     no     97.36   0.902       0.01       0.03       0.04      1.43
  506  LDPH01000026.1/11167-11333         167        1      171     no    128.35   0.929       0.00       0.01       0.01      1.15
  507  KQ959912.1/42088-41938             151        1      171     no     98.76   0.920       0.00       0.06       0.06      2.08
  508  KN125580.1/1188358-1188652         295        1      171     no     75.26   0.845       0.06       0.20       0.26      7.03
  509  CP007806.1/220993-221160           168        1      171     no    108.29   0.899       0.00       0.33       0.33      1.33
  510  CP002400.1/458051-458208           158        1      171     no     99.09   0.951       0.00       0.02       0.02      1.29
  511  CP003040.1/848684-848835           152        1      171     no     70.27   0.947       0.00       0.34       0.35      2.71
  512  KB946874.1/1294796-1294654         143        1      171     no     79.61   0.921       0.01       0.08       0.09      2.35
  513  MNSO01000109.1/4426-4609           184        1      171     no     69.30   0.875       0.01       0.16       0.17      5.36
  514  FQXJ01000033.1/17237-17076         162        1      171     no    105.75   0.917       0.02       0.03       0.05      1.32
  515  CP013862.1/2488749-2488579         171        1      171     no    108.33   0.904       0.01       0.03       0.05      1.38
  516  HE576794.1/1022587-1022736         150        1      171     no     83.61   0.955       0.02       0.08       0.10      1.51
  517  MZGW01000014.1/11004-11155         152        1      171     no    115.76   0.965       0.01       0.02       0.03      1.40
  518  BA000016.3/2679184-2678966         219        1      171     no    117.86   0.899       0.01       0.02       0.03      1.99
  519  JRNL01000107.1/14697-14553         145        1      171     no     74.17   0.942       0.00       0.04       0.05      2.69
  520  LBQB01000008.1/33967-34193         227        1      171     no     48.97   0.913       0.00       0.29       0.30     14.22
  521  CP001785.1/230766-230930           165        1      171     no    120.80   0.927       0.01       0.04       0.05      1.21
  522  KB946326.1/574645-574499           147        1      171     no     88.41   0.952       0.01       0.04       0.05      1.75
  523  MAQX01000037.1/180482-180272       211        1      171     no     65.01   0.821       0.00       0.03       0.03      2.78
  524  CP003056.1/1198523-1198357         167        1      171     no    125.67   0.944       0.01       0.01       0.02      1.16
  525  JMJF01000010.1/7681-7893           213        1      171     no    130.62   0.879       0.00       0.02       0.03      1.71
  526  JZEJ01000001.1/4431177-4431505     329        1      171     no     56.51   0.924       0.04       0.10       0.14      9.83
  527  CP001825.1/560191-560344           154        1      171     no     90.12   0.970       0.00       0.01       0.02      1.43
  528  MNRP01000038.1/24689-24844         156        1      171     no     80.07   0.925       0.00       0.04       0.04      2.89
  529  MNRD01000253.1/64282-64130         153        1      171     no     84.03   0.971       0.00       0.11       0.12      1.82
  530  FQXK01000011.1/26672-26827         156        1      171     no     64.71   0.869       0.00       0.05       0.05      2.98
  531  JQCR01000001.1/517597-517377       221        1      171     no     65.46   0.799       0.00       0.05       0.06      3.28
  532  MGOK01000142.1/19380-19159         222        1      171     no     46.23   0.949       0.01       0.48       0.49     17.86
  533  JZRA01000127.1/13426-13607         182        1      171     no     48.69   0.889       0.01       0.16       0.17      5.61
  534  MFZO01000002.1/11487-11287         201        1      171     no     70.13   0.946       0.01       0.23       0.23      8.00
  535  LFJO01000004.1/17797-17966         170        1      171     no    125.64   0.974       0.01       0.03       0.04      1.24
  536  DS996845.1/116460-116607           148        1      171     no     87.83   0.916       0.00       0.05       0.05      1.56
  537  LSBA01000008.1/33669-33497         173        1      171     no    135.63   0.926       0.02       0.01       0.03      1.19
  538  LT838272.1/342733-342912           180        1      171     no    116.44   0.945       0.01       0.02       0.03      1.45
  539  CP000386.1/834459-834620           162        1      171     no    109.78   0.961       0.02       0.02       0.03      1.38
  540  HF997668.1/2059-2261               203        1      171     no     59.03   0.749       0.01       0.07       0.08      4.29
  541  CP002344.1/280030-280191           162        1      171     no     97.90   0.963       0.00       0.06       0.06      1.40
  542  CP008852.1/715608-715802           195        1      171     no     86.27   0.858       0.02       0.04       0.06      1.80
  543  LUGM01000005.1/79357-79143         215        1      171     no    136.54   0.899       0.01       0.10       0.11      1.70
  544  CP003255.1/351565-351800           236        1      171     no     86.82   0.923       0.01       0.04       0.05      2.40
  545  HF996196.1/11751-11904             154        1      171     no     66.79   0.869       0.01       0.04       0.05      2.28
  546  FR901432.1/2038-1885               154        1      171     no     87.38   0.918       0.01       0.06       0.07      2.08
  547  CP001823.1/1432432-1432592         161        1      171     no    102.86   0.958       0.01       0.04       0.05      1.24
  548  AKFP01000015.1/34016-34162         147        1      171     no     76.28   0.940       0.01       0.02       0.04      1.62
  549  CP002109.1/2172422-2172610         189        1      171     no     59.09   0.838       0.01       0.05       0.05      3.23
  550  FNYK01000006.1/52826-52969         144        1      171     no     77.33   0.924       0.00       0.05       0.05      2.56
  551  FR900242.1/7364-7216               149        1      171     no     73.35   0.922       0.00       0.11       0.12      3.19
  552  CP014163.1/1075418-1075555         138        1      171     no     67.80   0.936       0.01       0.05       0.06      2.54
