#                                                                                                             running time (s)                 
#                                                                                                      -------------------------------          
# idx  seq name                                     length  cm from    cm to  trunc    bit sc  avg pp  band calc  alignment      total  mem (Mb)
# ---  -------------------------------------------  ------  -------  -------  -----  --------  ------  ---------  ---------  ---------  --------
  253  2236876003_067320/90-151                         62        1       69     no     46.07   0.941       0.00       0.00       0.00      0.31
  254  AERA01001428.1/285-220                           66        1       69     no     69.24   0.981       0.00       0.00       0.00      0.29
  255  LWAnN_GIDYKCY01AG9SB/34-99                       66        1       69     no     58.24   0.961       0.00       0.00       0.00      0.30
  256  hsmat10_BHWZ5893_b1/722-791                      70        1       69     no     63.79   0.957       0.00       0.00       0.00      0.31
  257  hsmat10_BHWZ5893_g1/503-437                      67        1       69     no     62.54   0.989       0.00       0.00       0.00      0.28
  258  DelMOSum2010_c10035251/1479-1541                 63        1       69     no     66.39   0.987       0.00       0.00       0.00      0.31
  259  DelMOSum2011_c10024794/1368-1306                 63        1       69     no     66.39   0.987       0.00       0.00       0.00      0.31
  260  DelMOWin2010_c10242558/367-429                   63        1       69     no     66.39   0.987       0.00       0.00       0.00      0.31
  261  JGI20151J14362_10290302/230-292                  63        1       69     no     66.39   0.987       0.00       0.00       0.00      0.31
  262  JGI20158J14315_10753799/148-210                  63        1       69     no     66.39   0.987       0.00       0.00       0.00      0.31
  263  DelMOWin2010_c10058033/838-900                   63        1       69     no     63.00   0.987       0.00       0.00       0.00      0.31
  264  2236876006_041573/358-275                        84        1       69     no     66.08   0.885       0.00       0.00       0.00      0.49
  265  4491417.3_NODE_4069/8522-8456                    67        1       69     no     64.30   0.981       0.00       0.00       0.00      0.26
  266  scaffold16893_8_V1.UC-8/327-415                  89        1       69     no     55.48   0.901       0.00       0.00       0.00      0.45
  267  DelMOWin2010_c10614138/110-23                    88        1       69     no     64.95   0.885       0.00       0.00       0.00      0.44
  268  DelMOSum2010_c10011818/89-2                      88        1       69     no     68.40   0.885       0.00       0.00       0.00      0.40
  269  DelMOSum2010_c10017260/1271-1358                 88        1       69     no     68.40   0.885       0.00       0.00       0.00      0.40
  270  DelMOWin2010_c10272780/148-61                    88        1       69     no     68.40   0.885       0.00       0.00       0.00      0.40
  271  DelMOSum2011_c10000694/19722-19809               88        1       69     no     68.40   0.885       0.00       0.00       0.00      0.40
  272  DelMOWin2010_c10249793/182-95                    88        1       69     no     68.40   0.885       0.00       0.00       0.00      0.40
  273  DelMOWin2010_c10709957/156-92                    65        1       69     no     56.87   0.940       0.00       0.00       0.00      0.31
  274  ACOFG987_F36MELC02GYUUL/426-348                  79        1       69     no     61.03   0.923       0.00       0.00       0.00      0.37
  275  SRS024435_LANL_scaffold_24133/33321-33385        65        1       69     no     58.58   0.996       0.00       0.00       0.00      0.29
  276  scaffold89443_1_MH0081/4827-4763                 65        1       69     no     60.90   0.996       0.00       0.00       0.00      0.30
  277  SRS048870_WUGC_scaffold_51709/7350-7284          67        1       69     no     66.14   0.993       0.00       0.00       0.00      0.27
  278  TB_GS09_5_10008256/4403-4340                     64        1       69     no     46.08   0.992       0.00       0.00       0.00      0.34
  279  SRS011529_C4772227/2610-2674                     65        1       69     no     57.73   0.933       0.00       0.00       0.00      0.26
  280  JGI20158J14315_10065826/1401-1334                68        1       69     no     61.63   0.953       0.00       0.00       0.00      0.27
  281  DelMOWin2010_c10055187/1490-1555                 66        1       69     no     64.34   0.996       0.00       0.00       0.00      0.25
  282  SRS022071_C2801175/262-175                       88        1       69     no     58.61   0.954       0.00       0.00       0.00      0.41
  283  SRS012273_Baylor_scaffold_38229/3947-4034        88        1       69     no     58.61   0.954       0.00       0.00       0.00      0.41
  284  SRS015133_C3498907/1828-1915                     88        1       69     no     55.77   0.954       0.00       0.00       0.00      0.41
  285  SRS014235_WUGC_scaffold_114459/143-230           88        1       69     no     55.77   0.954       0.00       0.00       0.00      0.41
  286  scaffold42744_12_MH0013/394-307                  88        1       69     no     55.58   0.954       0.00       0.00       0.00      0.41
  287  C1325974_1_MH0023/7308-7378                      71        1       69     no     70.92   0.972       0.00       0.00       0.00      0.26
  288  DLF003_scaffold12321_4/5061-5131                 71        1       69     no     71.45   0.975       0.00       0.00       0.00      0.27
  289  SRS020233_C4155204/772-842                       71        1       69     no     69.91   0.974       0.00       0.00       0.00      0.27
  290  JGI20155J14468_10056111/557-627                  71        1       69     no     69.18   0.974       0.00       0.00       0.00      0.27
  291  JGI20158J14315_10110506/10-80                    71        1       69     no     69.18   0.974       0.00       0.00       0.00      0.27
  292  RUMENNODE_89257_1/9041-8964                      78        1       69     no     69.96   0.940       0.00       0.00       0.00      0.34
  293  ASLM90b_GN81PCX02IPWV7/191-117                   75        1       69     no     68.48   0.949       0.00       0.00       0.00      0.34
  294  LV_Brine_h2_0102_1010340/462-534                 73        1       69     no     56.39   0.961       0.00       0.00       0.00      0.37
  295  ADL5mRS1u_GM034OG01EIKMO/85-157                  73        1       69     no     57.39   0.961       0.00       0.00       0.00      0.37
  296  JGI1221J11331_1057286/504-576                    73        1       69     no     59.84   0.955       0.00       0.00       0.00      0.37
  297  JGI24024J18818_10000488/1649-1581                69        1       69     no     62.64   0.976       0.00       0.00       0.00      0.29
  298  ASHM485B_GQ8TDHF02FWZEL/262-199                  64        1       69     no     55.91   0.919       0.00       0.00       0.00      0.32
  299  DelMOWin2010_c10013628/3824-3760                 65        1       69     no     70.34   0.995       0.00       0.00       0.00      0.28
  300  2236876002_164921/139-75                         65        1       69     no     53.05   0.975       0.00       0.00       0.00      0.34
  301  2236876003_101657/138-202                        65        1       69     no     53.05   0.975       0.00       0.00       0.00      0.34
  302  2006871029/359-294                               66        1       69     no     74.03   0.999       0.00       0.00       0.00      0.26
  303  UnmappedStool_Broad_C251279463/274-209           66        1       69     no     66.29   0.936       0.00       0.00       0.00      0.23
  304  SRS015133_C3492983/1531-1466                     66        1       69     no     66.29   0.936       0.00       0.00       0.00      0.23
  305  JCVI_READ_1108839481978/556-618                  63        1       69     no     64.48   0.987       0.00       0.00       0.00      0.28
  306  DelMOSum2010_c10628547/165-234                   70        1       69     no     67.34   0.884       0.00       0.00       0.00      0.28
  307  DelMOSum2011_c10002587/6679-6748                 70        1       69     no     67.34   0.884       0.00       0.00       0.00      0.28
  308  DelMOSum2011_c10018819/985-1053                  69        1       69     no     74.27   0.998       0.00       0.00       0.00      0.31
  309  ASLM20b_GJMWM0N02IP29K/38-103                    66        1       69     no     64.73   0.986       0.00       0.00       0.00      0.32
  310  ABLZ01250225.1/97-32                             66        1       69     no     67.73   0.972       0.00       0.00       0.00      0.28
  311  ASMM170b_GJFD58A01C74LO/294-206                  89        1       69     no     54.08   0.982       0.00       0.00       0.00      0.60
  312  SL_3KL_010_SED_10391456/43-101                   59        1       69     no     46.67   0.941       0.00       0.00       0.00      0.42
  313  TDF_OR_ARG04_123m_c1019785/442-382               61        1       69     no     57.24   0.977       0.00       0.00       0.00      0.30
  314  ASLM90b_GJFDWOI02IPSOJ/163-99                    65        1       69     no     66.76   0.981       0.00       0.00       0.00      0.29
  315  ASHM260b_GM9OZ8V02I02WD/103-164                  62        1       69     no     48.93   0.975       0.00       0.00       0.00      0.41
  316  scaffold21532_9_MH0024/1820-1747                 74        1       69     no     61.70   0.954       0.00       0.00       0.00      0.33
  317  scaffold71276_3_MH0053/2386-2313                 74        1       69     no     65.84   0.958       0.00       0.00       0.00      0.31
  318  DelMOSum2011_c10047554/181-105                   77        1       69     no     68.70   0.930       0.00       0.00       0.00      0.31
  319  scaffold73984_2_MH0009/991-921                   71        1       69     no     65.86   0.968       0.00       0.00       0.00      0.27
  320  SRS011529_C4584461/146-213                       68        1       69     no     68.52   0.980       0.00       0.00       0.00      0.27
  321  SRS015217_C2357170/1665-1601                     65        1       69     no     76.70   0.999       0.00       0.00       0.00      0.22
  322  scaffold93252_1_MH0062/176-112                   65        1       69     no     75.39   0.997       0.00       0.00       0.00      0.24
  323  scaffold10989_4_MH0056/205-141                   65        1       69     no     75.39   0.997       0.00       0.00       0.00      0.24
  324  4491416.3_NODE_2658/1504-1569                    66        1       69     no     72.24   0.977       0.00       0.00       0.00      0.23
  325  SRS013521_LANL_scaffold_21007/603-528            76        1       69     no     67.49   0.946       0.00       0.00       0.00      0.29
  326  SRS021484_C1946977/152-77                        76        1       69     no     67.49   0.946       0.00       0.00       0.00      0.29
  327  scaffold22826_1_MH0012/3-78                      76        1       69     no     67.49   0.946       0.00       0.00       0.00      0.29
  328  4448816.3_Contig469/822-747                      76        1       69     no     69.12   0.946       0.00       0.00       0.00      0.29
  329  4448819.3_Contig4499/822-747                     76        1       69     no     69.12   0.946       0.00       0.00       0.00      0.29
  330  4448813.3_Contig11926/524-448                    77        1       69     no     62.66   0.902       0.00       0.00       0.00      0.32
  331  4448807.3_Contig2747/179-254                     76        1       69     no     69.12   0.946       0.00       0.00       0.00      0.29
  332  4448815.3_Contig2126/1450-1525                   76        1       69     no     69.12   0.946       0.00       0.00       0.00      0.29
  333  4448818.3_Contig1079/1495-1420                   76        1       69     no     69.12   0.946       0.00       0.00       0.00      0.29
  334  4491416.3_NODE_317/3064-2989                     76        1       69     no     69.12   0.946       0.00       0.00       0.00      0.29
  335  4448808.3_Contig243/1489-1414                    76        1       69     no     69.12   0.946       0.00       0.00       0.00      0.29
  336  DOM014_scaffold44866_2/3240-3165                 76        1       69     no     71.53   0.884       0.00       0.00       0.00      0.28
  337  NLM025_scaffold38316_4/383-458                   76        1       69     no     71.53   0.884       0.00       0.00       0.00      0.28
  338  SRS013951_WUGC_scaffold_67150/377-452            76        1       69     no     71.53   0.884       0.00       0.00       0.00      0.28
  339  NOF004_scaffold6087_8/57-124                     68        1       69     no     76.32   0.957       0.00       0.00       0.00      0.21
  340  NZ_KE159704.1/6574-6647                          74        1       69     no     73.29   0.942       0.00       0.00       0.00      0.25
  341  scaffold3214_5_MH0011/540-465                    76        1       69     no     68.07   0.884       0.00       0.00       0.00      0.30
  342  scaffold51479_1_MH0056/140-65                    76        1       69     no     72.95   0.885       0.00       0.00       0.00      0.27
  343  scaffold19359_1_MH0077/714-639                   76        1       69     no     73.99   0.885       0.00       0.00       0.00      0.27
  344  scaffold16226_3_MH0067/1129-1204                 76        1       69     no     73.99   0.885       0.00       0.00       0.00      0.27
  345  DLM018_scaffold46606_3/3219-3144                 76        1       69     no     64.02   0.868       0.00       0.00       0.00      0.30
  346  NLF009_scaffold8199_1/130-55                     76        1       69     no     73.98   0.884       0.00       0.00       0.00      0.25
  347  scaffold27792_1_V1.UC-9/140-65                   76        1       69     no     73.98   0.884       0.00       0.00       0.00      0.25
  348  SRS011302_Baylor_scaffold_6226/3204-3129         76        1       69     no     73.98   0.884       0.00       0.00       0.00      0.25
  349  NOM012_C821373_1/2381-2306                       76        1       69     no     73.98   0.884       0.00       0.00       0.00      0.25
  350  scaffold12025_2_V1.CD-3/334-259                  76        1       69     no     73.98   0.884       0.00       0.00       0.00      0.25
  351  scaffold46565_1_V1.CD-9/130-202                  73        1       69     no     68.39   0.964       0.00       0.00       0.00      0.23
  352  4491416.3_NODE_271/2984-2909                     76        1       69     no     68.49   0.947       0.00       0.00       0.00      0.27
  353  SRS077730_C1456660/2670-2595                     76        1       69     no     71.53   0.947       0.00       0.00       0.00      0.28
  354  SRS016495_LANL_scaffold_2590/362-287             76        1       69     no     71.53   0.947       0.00       0.00       0.00      0.28
  355  SRS020233_C4021044/171-97                        75        1       69     no     66.16   0.949       0.00       0.00       0.00      0.30
  356  SRS050422_LANL_scaffold_40342/580-506            75        1       69     no     66.16   0.949       0.00       0.00       0.00      0.30
  357  SRS056259_LANL_scaffold_31437/841-767            75        1       69     no     66.16   0.949       0.00       0.00       0.00      0.30
  358  scaffold37074_1_O2.UC-22/433-359                 75        1       69     no     66.16   0.949       0.00       0.00       0.00      0.30
  359  SRS018351_Baylor_scaffold_18532/171-97           75        1       69     no     66.16   0.949       0.00       0.00       0.00      0.30
  360  SRS045713_WUGC_scaffold_40966/1574-1648          75        1       69     no     66.16   0.949       0.00       0.00       0.00      0.30
  361  SRS053398_LANL_scaffold_36340/13824-13898        75        1       69     no     66.16   0.949       0.00       0.00       0.00      0.30
  362  SRS015133_WUGC_scaffold_33885/5109-5035          75        1       69     no     66.16   0.949       0.00       0.00       0.00      0.30
  363  4448818.3_Contig13044/677-605                    73        1       69     no     76.43   0.957       0.00       0.00       0.00      0.26
  364  4448817.3_Contig6846/255-327                     73        1       69     no     76.43   0.957       0.00       0.00       0.00      0.26
  365  SRS014683_WUGC_scaffold_28351/6705-6777          73        1       69     no     76.11   0.953       0.00       0.00       0.00      0.28
  366  scaffold36763_1_V1.CD-9/319-247                  73        1       69     no     71.65   0.952       0.00       0.00       0.00      0.26
  367  scaffold4132_5_MH0074/2628-2556                  73        1       69     no     76.10   0.953       0.00       0.00       0.00      0.26
  368  SRS013158_C631235/398-326                        73        1       69     no     76.10   0.953       0.00       0.00       0.00      0.26
  369  SRS017433_C1668090/139-67                        73        1       69     no     76.10   0.953       0.00       0.00       0.00      0.26
  370  SRS019910_C1704004/248-176                       73        1       69     no     76.10   0.953       0.00       0.00       0.00      0.26
  371  SRS049712_C15583557/172-100                      73        1       69     no     76.10   0.953       0.00       0.00       0.00      0.26
  372  SRS053335_LANL_scaffold_27679/49-121             73        1       69     no     76.10   0.953       0.00       0.00       0.00      0.26
  373  SRS077730_LANL_scaffold_2850/3113-3041           73        1       69     no     76.10   0.953       0.00       0.00       0.00      0.26
  374  4448812.3_Contig29823/586-514                    73        1       69     no     76.10   0.953       0.00       0.00       0.00      0.26
  375  SRS018313_C7913502/91-19                         73        1       69     no     76.10   0.953       0.00       0.00       0.00      0.26
  376  DLF007_scaffold4764_3/532-460                    73        1       69     no     76.10   0.953       0.00       0.00       0.00      0.26
  377  NLM023_scaffold42718_3/2380-2452                 73        1       69     no     76.10   0.953       0.00       0.00       0.00      0.26
  378  NZ_KE992186.1/2684-2612                          73        1       69     no     76.10   0.953       0.00       0.00       0.00      0.26
  379  BAAU01010303.1/537-465                           73        1       69     no     76.10   0.953       0.00       0.00       0.00      0.26
  380  scaffold16488_2_V1.CD-1/2621-2549                73        1       69     no     76.10   0.953       0.00       0.00       0.00      0.26
  381  SRS014287_WUGC_scaffold_37180/1746-1818          73        1       69     no     76.10   0.953       0.00       0.00       0.00      0.26
  382  SRS017521_Baylor_scaffold_10733/2931-2859        73        1       69     no     76.10   0.953       0.00       0.00       0.00      0.26
  383  SRS024388_C1491883/75-3                          73        1       69     no     76.10   0.953       0.00       0.00       0.00      0.26
  384  SRS051882_C2469932/419-347                       73        1       69     no     76.10   0.953       0.00       0.00       0.00      0.26
  385  SRS054590_C694623/89-17                          73        1       69     no     76.10   0.953       0.00       0.00       0.00      0.26
  386  4448807.3_Contig29521/467-395                    73        1       69     no     76.10   0.953       0.00       0.00       0.00      0.26
  387  4491412.3_NODE_75214/575-503                     73        1       69     no     76.10   0.953       0.00       0.00       0.00      0.26
  388  UnmappedStool_Broad_scaffold_133430/67-139       73        1       69     no     76.10   0.953       0.00       0.00       0.00      0.26
  389  NLM003_scaffold23223_2/304-232                   73        1       69     no     76.10   0.953       0.00       0.00       0.00      0.26
  390  BAAU01005155.1/240-168                           73        1       69     no     76.10   0.953       0.00       0.00       0.00      0.26
  391  SRS021484_C2031157/186-258                       73        1       69     no     75.49   0.953       0.00       0.00       0.00      0.23
  392  NOF008_C863887_1/2743-2671                       73        1       69     no     75.49   0.953       0.00       0.00       0.00      0.23
  393  scaffold15378_1_MH0063/3572-3644                 73        1       69     no     75.49   0.953       0.00       0.00       0.00      0.23
  394  scaffold17057_1_MH0003/1602-1676                 75        1       69     no     62.14   0.950       0.00       0.00       0.00      0.29
  395  SRS045713_WUGC_scaffold_23280/304-230            75        1       69     no     74.44   0.950       0.00       0.00       0.00      0.25
  396  scaffold16686_4_O2.UC-22/2859-2785               75        1       69     no     74.87   0.950       0.00       0.00       0.00      0.24
  397  scaffold16953_3_MH0023/513-439                   75        1       69     no     74.87   0.950       0.00       0.00       0.00      0.24
  398  scaffold3945_4_MH0036/232-158                    75        1       69     no     70.50   0.950       0.00       0.00       0.00      0.26
  399  SRS019397_WUGC_scaffold_29867/482-556            75        1       69     no     75.25   0.947       0.00       0.00       0.00      0.25
  400  SRS049164_WUGC_scaffold_32301/160-86             75        1       69     no     75.25   0.947       0.00       0.00       0.00      0.25
  401  scaffold6251_4_V1.UC-19/3218-3292                75        1       69     no     75.25   0.947       0.00       0.00       0.00      0.25
  402  DLM021_scaffold43216_3/2881-2807                 75        1       69     no     70.17   0.950       0.00       0.00       0.00      0.26
  403  scaffold23281_2_V1.CD-13/1553-1627               75        1       69     no     74.88   0.950       0.00       0.00       0.00      0.26
  404  scaffold746_3_MH0065/683-609                     75        1       69     no     73.71   0.950       0.00       0.00       0.00      0.26
  405  scaffold39251_4_MH0042/221-295                   75        1       69     no     73.71   0.950       0.00       0.00       0.00      0.26
  406  scaffold27612_3_V1.CD-4/1762-1836                75        1       69     no     68.04   0.950       0.00       0.00       0.00      0.26
  407  DOF009_scaffold13408_6/1275-1349                 75        1       69     no     75.36   0.950       0.00       0.00       0.00      0.25
  408  scaffold22646_1_MH0062/5019-5093                 75        1       69     no     75.36   0.950       0.00       0.00       0.00      0.25
  409  4491410.3_NODE_9399/731-805                      75        1       69     no     75.36   0.950       0.00       0.00       0.00      0.25
  410  SRS015065_WUGC_scaffold_6355/1185-1111           75        1       69     no     75.36   0.950       0.00       0.00       0.00      0.25
  411  C1639909_1_MH0013/2411-2485                      75        1       69     no     74.93   0.950       0.00       0.00       0.00      0.26
  412  scaffold35204_1_MH0026/6725-6799                 75        1       69     no     74.93   0.950       0.00       0.00       0.00      0.26
  413  scaffold14141_3_MH0045/883-809                   75        1       69     no     74.93   0.950       0.00       0.00       0.00      0.26
  414  scaffold14922_1_MH0051/1052-978                  75        1       69     no     74.93   0.950       0.00       0.00       0.00      0.26
  415  scaffold28718_1_MH0056/1344-1418                 75        1       69     no     74.93   0.950       0.00       0.00       0.00      0.26
  416  scaffold16641_4_MH0063/1234-1308                 75        1       69     no     74.93   0.950       0.00       0.00       0.00      0.26
  417  scaffold50632_1_MH0072/2798-2724                 75        1       69     no     74.93   0.950       0.00       0.00       0.00      0.26
  418  scaffold26930_1_MH0086/3060-3134                 75        1       69     no     74.93   0.950       0.00       0.00       0.00      0.26
  419  scaffold14063_1_O2.UC-13/618-692                 75        1       69     no     74.93   0.950       0.00       0.00       0.00      0.26
  420  scaffold9014_1_V1.UC-21/5176-5102                75        1       69     no     74.93   0.950       0.00       0.00       0.00      0.26
  421  SRS013521_C1473310/283-209                       75        1       69     no     74.93   0.950       0.00       0.00       0.00      0.26
  422  SRS014923_WUGC_scaffold_18994/351-277            75        1       69     no     74.93   0.950       0.00       0.00       0.00      0.26
  423  SRS015578_WUGC_scaffold_46056/4-78               75        1       69     no     74.93   0.950       0.00       0.00       0.00      0.26
  424  SRS016753_C1004072/106-32                        75        1       69     no     74.93   0.950       0.00       0.00       0.00      0.26
  425  SRS018656_WUGC_scaffold_4438/1346-1420           75        1       69     no     74.93   0.950       0.00       0.00       0.00      0.26
  426  SRS019030_Baylor_scaffold_4127/1436-1362         75        1       69     no     74.93   0.950       0.00       0.00       0.00      0.26
  427  SRS020233_C4124420/569-495                       75        1       69     no     74.93   0.950       0.00       0.00       0.00      0.26
  428  SRS022137_WUGC_scaffold_54468/1-75               75        1       69     no     74.93   0.950       0.00       0.00       0.00      0.26
  429  SRS024140_C1155035/4-78                          75        1       69     no     74.93   0.950       0.00       0.00       0.00      0.26
  430  SRS024331_C2277201/654-580                       75        1       69     no     74.93   0.950       0.00       0.00       0.00      0.26
  431  SRS043001_WUGC_scaffold_39924/4892-4966          75        1       69     no     74.93   0.950       0.00       0.00       0.00      0.26
  432  SRS043701_LANL_scaffold_3334/4103-4177           75        1       69     no     74.93   0.950       0.00       0.00       0.00      0.26
  433  SRS047014_WUGC_scaffold_8364/568-494             75        1       69     no     74.93   0.950       0.00       0.00       0.00      0.26
  434  SRS049959_WUGC_scaffold_13587/148-74             75        1       69     no     74.93   0.950       0.00       0.00       0.00      0.26
  435  SRS050422_C2652729/350-276                       75        1       69     no     74.93   0.950       0.00       0.00       0.00      0.26
  436  SRS055982_Baylor_scaffold_18182/2424-2498        75        1       69     no     74.93   0.950       0.00       0.00       0.00      0.26
  437  SRS056519_LANL_scaffold_26674/175-249            75        1       69     no     74.93   0.950       0.00       0.00       0.00      0.26
  438  4491403.3_NODE_55271/869-795                     75        1       69     no     74.93   0.950       0.00       0.00       0.00      0.26
  439  4491406.3_NODE_1145/3347-3421                    75        1       69     no     74.93   0.950       0.00       0.00       0.00      0.26
  440  4491490.3_NODE_16285/849-775                     75        1       69     no     74.93   0.950       0.00       0.00       0.00      0.26
  441  SRS018313_C7946792/403-329                       75        1       69     no     74.93   0.950       0.00       0.00       0.00      0.26
  442  DLM008_scaffold52843_6/2531-2605                 75        1       69     no     74.93   0.950       0.00       0.00       0.00      0.26
  443  DOF003_scaffold44130_1/2955-2881                 75        1       69     no     74.93   0.950       0.00       0.00       0.00      0.26
  444  DOM019_scaffold39498_1/41-115                    75        1       69     no     74.93   0.950       0.00       0.00       0.00      0.26
  445  NLF007_scaffold29958_4/611-685                   75        1       69     no     74.93   0.950       0.00       0.00       0.00      0.26
  446  NOF001_scaffold54568_1/3115-3189                 75        1       69     no     74.93   0.950       0.00       0.00       0.00      0.26
  447  scaffold8481_1_MH0003/2623-2549                  75        1       69     no     74.93   0.950       0.00       0.00       0.00      0.26
  448  scaffold735_1_MH0010/850-776                     75        1       69     no     74.93   0.950       0.00       0.00       0.00      0.26
  449  scaffold11923_1_MH0019/841-767                   75        1       69     no     74.93   0.950       0.00       0.00       0.00      0.26
  450  scaffold65080_1_MH0043/147-73                    75        1       69     no     74.93   0.950       0.00       0.00       0.00      0.26
  451  scaffold2163_1_MH0049/357-283                    75        1       69     no     74.93   0.950       0.00       0.00       0.00      0.26
  452  scaffold13134_2_MH0054/2639-2713                 75        1       69     no     74.93   0.950       0.00       0.00       0.00      0.26
  453  scaffold13243_2_MH0061/2157-2231                 75        1       69     no     74.93   0.950       0.00       0.00       0.00      0.26
  454  scaffold18069_1_MH0070/753-679                   75        1       69     no     74.93   0.950       0.00       0.00       0.00      0.26
  455  scaffold16621_3_MH0082/2549-2475                 75        1       69     no     74.93   0.950       0.00       0.00       0.00      0.26
  456  scaffold3326_3_O2.UC-12/540-466                  75        1       69     no     74.93   0.950       0.00       0.00       0.00      0.26
  457  scaffold23498_1_V1.CD-6/2594-2520                75        1       69     no     74.93   0.950       0.00       0.00       0.00      0.26
  458  SRS011302_Baylor_scaffold_23062/749-675          75        1       69     no     74.93   0.950       0.00       0.00       0.00      0.26
  459  SRS014683_WUGC_scaffold_49092/1009-935           75        1       69     no     74.93   0.950       0.00       0.00       0.00      0.26
  460  SRS015133_WUGC_scaffold_1367/1312-1238           75        1       69     no     74.93   0.950       0.00       0.00       0.00      0.26
  461  SRS015960_WUGC_scaffold_17464/1618-1544          75        1       69     no     74.93   0.950       0.00       0.00       0.00      0.26
  462  SRS016989_Baylor_scaffold_18599/1116-1042        75        1       69     no     74.93   0.950       0.00       0.00       0.00      0.26
  463  SRS018817_C1899582/152-78                        75        1       69     no     74.93   0.950       0.00       0.00       0.00      0.26
  464  SRS019161_WUGC_scaffold_8094/130-56              75        1       69     no     74.93   0.950       0.00       0.00       0.00      0.26
  465  SRS020328_Baylor_scaffold_9152/149-75            75        1       69     no     74.93   0.950       0.00       0.00       0.00      0.26
  466  SRS022609_C3286270/542-616                       75        1       69     no     74.93   0.950       0.00       0.00       0.00      0.26
  467  SRS024265_LANL_scaffold_14801/550-476            75        1       69     no     74.93   0.950       0.00       0.00       0.00      0.26
  468  SRS024435_C2913683/357-283                       75        1       69     no     74.93   0.950       0.00       0.00       0.00      0.26
  469  SRS043411_WUGC_scaffold_12018/162-88             75        1       69     no     74.93   0.950       0.00       0.00       0.00      0.26
  470  SRS045004_LANL_scaffold_6499/168-242             75        1       69     no     74.93   0.950       0.00       0.00       0.00      0.26
  471  SRS048870_WUGC_scaffold_563/452-378              75        1       69     no     74.93   0.950       0.00       0.00       0.00      0.26
  472  SRS049995_C2607205/1008-1082                     75        1       69     no     74.93   0.950       0.00       0.00       0.00      0.26
  473  SRS053398_LANL_scaffold_24587/4575-4649          75        1       69     no     74.93   0.950       0.00       0.00       0.00      0.26
  474  SRS056259_C1823484/564-490                       75        1       69     no     74.93   0.950       0.00       0.00       0.00      0.26
  475  SRS063985_LANL_scaffold_6642/4962-5036           75        1       69     no     74.93   0.950       0.00       0.00       0.00      0.26
  476  4491404.3_NODE_101022/156-82                     75        1       69     no     74.93   0.950       0.00       0.00       0.00      0.26
  477  4491413.3_NODE_3682/762-688                      75        1       69     no     74.93   0.950       0.00       0.00       0.00      0.26
  478  AJWY01008955.1/340-266                           75        1       69     no     74.93   0.950       0.00       0.00       0.00      0.26
  479  DLF005_C844998_1/603-529                         75        1       69     no     74.93   0.950       0.00       0.00       0.00      0.26
  480  DLM019_scaffold3304_3/840-766                    75        1       69     no     74.93   0.950       0.00       0.00       0.00      0.26
  481  DOM018_C487957_1/440-366                         75        1       69     no     74.93   0.950       0.00       0.00       0.00      0.26
  482  DOM024_scaffold48869_2/568-494                   75        1       69     no     74.93   0.950       0.00       0.00       0.00      0.26
  483  NLM026_scaffold3819_1/1293-1219                  75        1       69     no     74.93   0.950       0.00       0.00       0.00      0.26
  484  NOF014_scaffold33559_3/1011-937                  75        1       69     no     74.93   0.950       0.00       0.00       0.00      0.26
  485  scaffold9816_2_MH0002/81-7                       75        1       69     no     74.93   0.950       0.00       0.00       0.00      0.26
  486  DOM024_scaffold49174_6/2555-2481                 75        1       69     no     58.49   0.950       0.00       0.00       0.00      0.32
  487  DOM013_scaffold24076_1/1871-1797                 75        1       69     no     65.57   0.950       0.00       0.00       0.00      0.32
  488  NLM021_scaffold28957_2/1159-1085                 75        1       69     no     65.57   0.950       0.00       0.00       0.00      0.32
  489  scaffold2180_3_MH0030/290-216                    75        1       69     no     65.57   0.950       0.00       0.00       0.00      0.32
  490  DOF014_scaffold20463_18/1226-1300                75        1       69     no     65.57   0.950       0.00       0.00       0.00      0.32
  491  DOM018_scaffold36502_2/237-163                   75        1       69     no     65.57   0.950       0.00       0.00       0.00      0.32
  492  4491413.3_NODE_69877/6336-6410                   75        1       69     no     65.57   0.950       0.00       0.00       0.00      0.32
  493  scaffold36536_1_MH0014/1502-1437                 66        1       69     no     74.39   0.948       0.00       0.00       0.00      0.23
  494  SRS023583_C1295014/164-228                       65        1       69     no     71.54   0.991       0.00       0.00       0.00      0.23
  495  SRS014979_WUGC_scaffold_36161/98-34              65        1       69     no     71.54   0.991       0.00       0.00       0.00      0.23
  496  scaffold14267_1_MH0048/138-74                    65        1       69     no     76.67   0.976       0.00       0.00       0.00      0.23
  497  SRS050925_C1937685/123-52                        72        1       69     no     71.60   0.961       0.00       0.00       0.00      0.25
  498  SRS014923_WUGC_scaffold_4242/181-252             72        1       69     no     71.60   0.961       0.00       0.00       0.00      0.25
  499  SRS019161_WUGC_scaffold_5535/127-56              72        1       69     no     75.71   0.961       0.00       0.00       0.00      0.23
  500  4491487.3_NODE_10421/138-67                      72        1       69     no     75.71   0.961       0.00       0.00       0.00      0.23
  501  SRS017521_Baylor_scaffold_51669/2514-2585        72        1       69     no     75.71   0.961       0.00       0.00       0.00      0.23
  502  SRS019601_WUGC_scaffold_17274/108-172            65        1       69     no     74.01   0.974       0.00       0.00       0.00      0.23
  503  4491417.3_NODE_6285/429-365                      65        1       69     no     78.53   0.998       0.00       0.00       0.00      0.22
