#                                                                           running time (s)                 
#                                                                    -------------------------------          
#  idx  seq name  length  cm from    cm to  trunc    bit sc  avg pp  band calc  alignment      total  mem (Mb)
# ----  --------  ------  -------  -------  -----  --------  ------  ---------  ---------  ---------  --------
   353  seq352        71        1       69     no     66.69   0.980       0.00       0.00       0.00      0.26
   354  seq353        71        1       69     no     58.57   0.956       0.00       0.00       0.00      0.29
   355  seq354        71        1       69     no     74.16   0.981       0.00       0.00       0.00      0.21
   356  seq355        71        1       69     no     69.18   0.972       0.00       0.00       0.00      0.28
   357  seq356        71        1       69     no     71.60   0.980       0.00       0.00       0.00      0.25
   358  seq357        71        1       69     no     75.49   0.970       0.00       0.00       0.00      0.22
   359  seq358        71        1       69     no     74.04   0.980       0.00       0.00       0.00      0.23
   360  seq359        71        1       69     no     75.54   0.973       0.00       0.00       0.00      0.24
   361  seq360        74        1       69     no     17.79   0.844       0.00       0.00       0.00      0.46
   362  seq361        71        1       69     no     70.59   0.967       0.00       0.00       0.00      0.26
   363  seq362        72        1       69     no     77.45   0.985       0.00       0.00       0.00      0.28
   364  seq363        71        1       69     no     64.12   0.972       0.00       0.00       0.00      0.25
   365  seq364        71        1       69     no     76.93   0.976       0.00       0.00       0.00      0.21
   366  seq365        71        1       69     no     78.05   0.978       0.00       0.00       0.00      0.21
   367  seq366        71        1       69     no     71.62   0.983       0.00       0.00       0.00      0.30
   368  seq367        71        1       69     no     77.59   0.981       0.00       0.00       0.00      0.29
   369  seq368        71        1       69     no     74.34   0.980       0.00       0.00       0.00      0.24
   370  seq369        71        1       69     no     71.50   0.983       0.00       0.00       0.00      0.27
   371  seq370        71        1       69     no     69.16   0.987       0.00       0.00       0.00      0.25
   372  seq371        71        1       69     no     74.09   0.969       0.00       0.00       0.00      0.26
   373  seq372        71        1       69     no     74.22   0.982       0.00       0.00       0.00      0.25
   374  seq373        71        1       69     no     78.53   0.980       0.00       0.00       0.00      0.23
   375  seq374        71        1       69     no     77.61   0.971       0.00       0.00       0.00      0.24
   376  seq375        71        1       69     no     71.27   0.978       0.00       0.00       0.00      0.29
   377  seq376        71        1       69     no     64.30   0.975       0.00       0.00       0.00      0.32
   378  seq377        71        1       69     no     74.96   0.975       0.00       0.00       0.00      0.22
   379  seq378        71        1       69     no     77.98   0.980       0.00       0.00       0.00      0.22
   380  seq379        71        1       69     no     73.57   0.966       0.00       0.00       0.00      0.29
   381  seq380        71        1       69     no     70.89   0.978       0.00       0.00       0.00      0.25
   382  seq381        71        1       69     no     66.30   0.963       0.00       0.00       0.00      0.23
   383  seq382        71        1       69     no     75.93   0.976       0.00       0.00       0.00      0.26
   384  seq383        71        1       69     no     80.06   0.972       0.00       0.00       0.00      0.22
   385  seq384        71        1       69     no     71.36   0.977       0.00       0.00       0.00      0.29
   386  seq385        71        1       69     no     75.24   0.975       0.00       0.00       0.00      0.21
   387  seq386        71        1       69     no     69.79   0.980       0.00       0.00       0.00      0.27
   388  seq387        71        1       69     no     78.65   0.981       0.00       0.00       0.00      0.24
   389  seq388        71        1       69     no     76.75   0.980       0.00       0.00       0.00      0.23
   390  seq389        71        1       69     no     62.59   0.983       0.00       0.00       0.00      0.33
   391  seq390        72        1       69     no     66.88   0.972       0.00       0.00       0.00      0.30
   392  seq391        71        1       69     no     70.95   0.972       0.00       0.00       0.00      0.29
   393  seq392        71        1       69     no     76.33   0.978       0.00       0.00       0.00      0.24
   394  seq393        85        1       69     no      4.67   0.787       0.00       0.01       0.01      1.42
   395  seq394        71        1       69     no     71.50   0.971       0.00       0.00       0.00      0.28
   396  seq395        71        1       69     no     78.42   0.980       0.00       0.00       0.00      0.23
   397  seq396        71        1       69     no     74.61   0.967       0.00       0.00       0.00      0.26
   398  seq397        71        1       69     no     77.13   0.980       0.00       0.00       0.00      0.20
   399  seq398        71        1       69     no     70.53   0.977       0.00       0.00       0.00      0.27
   400  seq399        71        1       69     no     75.84   0.976       0.00       0.00       0.00      0.25
   401  seq400        71        1       69     no     71.47   0.975       0.00       0.00       0.00      0.29
   402  seq401        71        1       69     no     71.54   0.977       0.00       0.00       0.00      0.24
   403  seq402        71        1       69     no     76.04   0.975       0.00       0.00       0.00      0.25
   404  seq403        72        1       69     no     74.62   0.978       0.00       0.00       0.00      0.25
   405  seq404        71        1       69     no     56.72   0.966       0.00       0.00       0.00      0.29
   406  seq405        71        1       69     no     76.80   0.980       0.00       0.00       0.00      0.27
   407  seq406        71        1       69     no     77.05   0.980       0.00       0.00       0.00      0.23
   408  seq407        71        1       69     no     67.93   0.977       0.00       0.00       0.00      0.27
   409  seq408        80        1       69     no     37.62   0.886       0.00       0.00       0.00      0.71
   410  seq409        71        1       69     no     76.27   0.980       0.00       0.00       0.00      0.23
   411  seq410        71        1       69     no     76.03   0.978       0.00       0.00       0.00      0.23
   412  seq411        71        1       69     no     72.60   0.983       0.00       0.00       0.00      0.29
   413  seq412        71        1       69     no     66.02   0.976       0.00       0.00       0.00      0.29
   414  seq413        71        1       69     no     80.00   0.975       0.00       0.00       0.00      0.23
   415  seq414        71        1       69     no     56.12   0.973       0.00       0.00       0.00      0.25
   416  seq415        71        1       69     no     73.59   0.985       0.00       0.00       0.00      0.25
   417  seq416        71        1       69     no     73.85   0.988       0.00       0.00       0.00      0.24
   418  seq417        71        1       69     no     70.99   0.977       0.00       0.00       0.00      0.25
   419  seq418        71        1       69     no     77.17   0.982       0.00       0.00       0.00      0.21
   420  seq419        71        1       69     no     74.29   0.976       0.00       0.00       0.00      0.23
   421  seq420        71        1       69     no     69.20   0.977       0.00       0.00       0.00      0.27
   422  seq421        71        1       69     no     76.97   0.978       0.00       0.00       0.00      0.22
   423  seq422        71        1       69     no     69.06   0.980       0.00       0.00       0.00      0.29
   424  seq423        71        1       69     no     71.84   0.978       0.00       0.00       0.00      0.25
   425  seq424        71        1       69     no     74.06   0.978       0.00       0.00       0.00      0.22
   426  seq425        71        1       69     no     69.60   0.973       0.00       0.00       0.00      0.32
   427  seq426        71        1       69     no     68.22   0.978       0.00       0.00       0.00      0.24
   428  seq427        71        1       69     no     75.02   0.982       0.00       0.00       0.00      0.21
   429  seq428        71        1       69     no     70.99   0.973       0.00       0.00       0.00      0.23
   430  seq429        71        1       69     no     64.92   0.980       0.00       0.00       0.00      0.29
   431  seq430        71        1       69     no     73.05   0.984       0.00       0.00       0.00      0.29
   432  seq431        71        1       69     no     77.60   0.983       0.00       0.00       0.00      0.25
   433  seq432        71        1       69     no     65.70   0.972       0.00       0.00       0.00      0.32
   434  seq433        71        1       69     no     52.06   0.969       0.00       0.00       0.00      0.27
   435  seq434        71        1       69     no     78.82   0.973       0.00       0.00       0.00      0.21
   436  seq435        71        1       69     no     64.00   0.978       0.00       0.00       0.00      0.26
   437  seq436        71        1       69     no     66.94   0.967       0.00       0.00       0.00      0.22
   438  seq437        71        1       69     no     76.27   0.980       0.00       0.00       0.00      0.24
   439  seq438        71        1       69     no     78.31   0.971       0.00       0.00       0.00      0.22
   440  seq439        71        1       69     no     78.19   0.971       0.00       0.00       0.00      0.22
   441  seq440        72        1       69     no     73.28   0.978       0.00       0.00       0.00      0.23
   442  seq441        71        1       69     no     76.04   0.975       0.00       0.00       0.00      0.26
   443  seq442        71        1       69     no     76.29   0.980       0.00       0.00       0.00      0.29
   444  seq443        71        1       69     no     78.79   0.975       0.00       0.00       0.00      0.29
   445  seq444        71        1       69     no     69.36   0.981       0.00       0.00       0.00      0.27
   446  seq445        71        1       69     no     76.44   0.981       0.00       0.00       0.00      0.23
   447  seq446        71        1       69     no     83.29   0.981       0.00       0.00       0.00      0.22
   448  seq447        71        1       69     no     73.37   0.972       0.00       0.00       0.00      0.22
   449  seq448        71        1       69     no     73.52   0.973       0.00       0.00       0.00      0.21
   450  seq449        71        1       69     no     77.31   0.977       0.00       0.00       0.00      0.22
   451  seq450        71        1       69     no     79.81   0.978       0.00       0.00       0.00      0.24
   452  seq451        71        1       69     no     74.21   0.977       0.00       0.00       0.00      0.25
   453  seq452        71        1       69     no     71.16   0.980       0.00       0.00       0.00      0.29
   454  seq453        71        1       69     no     68.16   0.970       0.00       0.00       0.00      0.26
   455  seq454        71        1       69     no     77.66   0.974       0.00       0.00       0.00      0.20
   456  seq455        71        1       69     no     74.65   0.969       0.00       0.00       0.00      0.26
   457  seq456        71        1       69     no     63.76   0.975       0.00       0.00       0.00      0.25
   458  seq457        71        1       69     no     80.00   0.980       0.00       0.00       0.00      0.22
   459  seq458        71        1       69     no     83.56   0.980       0.00       0.00       0.00      0.20
   460  seq459        71        1       69     no     76.72   0.970       0.00       0.00       0.00      0.26
   461  seq460        73        1       69     no     54.10   0.953       0.00       0.00       0.00      0.33
   462  seq461        71        1       69     no     61.71   0.969       0.00       0.00       0.00      0.27
   463  seq462        71        1       69     no     80.67   0.985       0.00       0.00       0.00      0.20
   464  seq463        71        1       69     no     82.71   0.980       0.00       0.00       0.00      0.20
   465  seq464        71        1       69     no     66.97   0.974       0.00       0.00       0.00      0.23
   466  seq465        71        1       69     no     76.15   0.977       0.00       0.00       0.00      0.29
   467  seq466        71        1       69     no     77.16   0.978       0.00       0.00       0.00      0.27
   468  seq467        72        1       69     no     77.53   0.967       0.00       0.00       0.00      0.24
   469  seq468        71        1       69     no     70.55   0.972       0.00       0.00       0.00      0.27
   470  seq469        71        1       69     no     74.13   0.983       0.00       0.00       0.00      0.23
   471  seq470        71        1       69     no     71.03   0.975       0.00       0.00       0.00      0.25
   472  seq471        71        1       69     no     71.63   0.980       0.00       0.00       0.00      0.22
   473  seq472        71        1       69     no     79.40   0.984       0.00       0.00       0.00      0.28
   474  seq473        71        1       69     no     73.07   0.972       0.00       0.00       0.00      0.25
   475  seq474        71        1       69     no     77.20   0.977       0.00       0.00       0.00      0.22
   476  seq475        71        1       69     no     67.02   0.978       0.00       0.00       0.00      0.30
   477  seq476        71        1       69     no     79.34   0.973       0.00       0.00       0.00      0.22
   478  seq477        71        1       69     no     73.85   0.980       0.00       0.00       0.00      0.28
   479  seq478        71        1       69     no     69.75   0.973       0.00       0.00       0.00      0.26
   480  seq479        71        1       69     no     69.49   0.971       0.00       0.00       0.00      0.28
   481  seq480        71        1       69     no     65.98   0.980       0.00       0.00       0.00      0.31
   482  seq481        71        1       69     no     69.70   0.980       0.00       0.00       0.00      0.26
   483  seq482        71        1       69     no     76.37   0.984       0.00       0.00       0.00      0.21
   484  seq483        71        1       69     no     76.15   0.977       0.00       0.00       0.00      0.21
   485  seq484        71        1       69     no     83.89   0.978       0.00       0.00       0.00      0.20
   486  seq485        71        1       69     no     77.34   0.964       0.00       0.00       0.00      0.22
   487  seq486        71        1       69     no     72.55   0.974       0.00       0.00       0.00      0.26
   488  seq487        71        1       69     no     71.79   0.980       0.00       0.00       0.00      0.23
   489  seq488        72        1       69     no     78.64   0.987       0.00       0.00       0.00      0.26
   490  seq489        71        1       69     no     75.48   0.978       0.00       0.00       0.00      0.23
   491  seq490        71        1       69     no     62.92   0.977       0.00       0.00       0.00      0.34
   492  seq491        71        1       69     no     75.39   0.982       0.00       0.00       0.00      0.25
   493  seq492        71        1       69     no     80.20   0.973       0.00       0.00       0.00      0.24
   494  seq493        71        1       69     no     78.78   0.973       0.00       0.00       0.00      0.24
   495  seq494        71        1       69     no     78.61   0.980       0.00       0.00       0.00      0.21
   496  seq495        71        1       69     no     74.79   0.979       0.00       0.00       0.00      0.25
   497  seq496        71        1       69     no     79.30   0.970       0.00       0.00       0.00      0.24
   498  seq497        71        1       69     no     78.49   0.977       0.00       0.00       0.00      0.22
   499  seq498        71        1       69     no     74.55   0.972       0.00       0.00       0.00      0.27
   500  seq499        71        1       69     no     78.86   0.978       0.00       0.00       0.00      0.28
   501  seq500        71        1       69     no     76.46   0.980       0.00       0.00       0.00      0.25
   502  seq501        71        1       69     no     78.22   0.975       0.00       0.00       0.00      0.24
   503  seq502        71        1       69     no     57.95   0.971       0.00       0.00       0.00      0.23
   504  seq503        71        1       69     no     79.75   0.977       0.00       0.00       0.00      0.23
   505  seq504        71        1       69     no     80.65   0.975       0.00       0.00       0.00      0.21
   506  seq505        71        1       69     no     72.74   0.965       0.00       0.00       0.00      0.22
   507  seq506        71        1       69     no     78.42   0.980       0.00       0.00       0.00      0.21
   508  seq507        71        1       69     no     76.25   0.972       0.00       0.00       0.00      0.22
   509  seq508        95        1       18     no     -6.29   0.903       0.00       0.01       0.01      2.37
   510  seq509        71        1       69     no     70.29   0.978       0.00       0.00       0.00      0.26
   511  seq510        71        1       69     no     78.19   0.975       0.00       0.00       0.00      0.21
   512  seq511        71        1       69     no     75.93   0.978       0.00       0.00       0.00      0.21
   513  seq512        71        1       69     no     72.76   0.980       0.00       0.00       0.00      0.31
   514  seq513        71        1       69     no     69.00   0.973       0.00       0.00       0.00      0.29
   515  seq514        71        1       69     no     76.32   0.982       0.00       0.00       0.00      0.26
   516  seq515        71        1       69     no     71.51   0.980       0.00       0.00       0.00      0.23
   517  seq516        71        1       69     no     68.65   0.974       0.00       0.00       0.00      0.22
   518  seq517        71        1       69     no     72.80   0.982       0.00       0.00       0.00      0.25
   519  seq518        72        1       69     no     69.77   0.977       0.00       0.00       0.00      0.27
   520  seq519        71        1       69     no     70.92   0.978       0.00       0.00       0.00      0.25
   521  seq520        71        1       69     no     70.30   0.978       0.00       0.00       0.00      0.25
   522  seq521        71        1       69     no     68.15   0.974       0.00       0.00       0.00      0.31
   523  seq522        71        1       69     no     57.00   0.979       0.00       0.00       0.00      0.28
   524  seq523        71        1       69     no     76.34   0.978       0.00       0.00       0.00      0.22
   525  seq524        71        1       69     no     70.16   0.978       0.00       0.00       0.00      0.25
   526  seq525        71        1       69     no     74.64   0.983       0.00       0.00       0.00      0.29
   527  seq526        71        1       69     no     65.46   0.982       0.00       0.00       0.00      0.24
   528  seq527        71        1       69     no     76.05   0.982       0.00       0.00       0.00      0.22
   529  seq528        71        1       69     no     74.20   0.980       0.00       0.00       0.00      0.25
   530  seq529        71        1       69     no     68.74   0.982       0.00       0.00       0.00      0.27
   531  seq530        71        1       69     no     63.82   0.975       0.00       0.00       0.00      0.31
   532  seq531        71        1       69     no     74.38   0.973       0.00       0.00       0.00      0.23
   533  seq532        71        1       69     no     76.16   0.977       0.00       0.00       0.00      0.26
   534  seq533        71        1       69     no     79.83   0.975       0.00       0.00       0.00      0.23
   535  seq534        71        1       69     no     71.25   0.969       0.00       0.00       0.00      0.24
   536  seq535        71        1       69     no     71.58   0.977       0.00       0.00       0.00      0.24
   537  seq536        71        1       69     no     76.46   0.971       0.00       0.00       0.00      0.27
   538  seq537        71        1       69     no     77.20   0.979       0.00       0.00       0.00      0.21
   539  seq538        71        1       69     no     67.24   0.970       0.00       0.00       0.00      0.28
   540  seq539        71        1       69     no     80.82   0.978       0.00       0.00       0.00      0.22
   541  seq540        79        1       69     no     31.86   0.863       0.00       0.00       0.00      0.48
   542  seq541        71        1       69     no     77.56   0.978       0.00       0.00       0.00      0.24
   543  seq542        71        1       69     no     79.23   0.978       0.00       0.00       0.00      0.21
   544  seq543        71        1       69     no     76.48   0.980       0.00       0.00       0.00      0.21
   545  seq544        71        1       69     no     73.74   0.972       0.00       0.00       0.00      0.26
   546  seq545        71        1       69     no     72.77   0.975       0.00       0.00       0.00      0.27
   547  seq546        72        1       69     no     68.12   0.978       0.00       0.00       0.00      0.27
   548  seq547        71        1       69     no     80.94   0.981       0.00       0.00       0.00      0.21
   549  seq548        71        1       69     no     73.26   0.981       0.00       0.00       0.00      0.25
   550  seq549        71        1       69     no     76.14   0.982       0.00       0.00       0.00      0.23
   551  seq550        72        1       69     no     69.38   0.980       0.00       0.00       0.00      0.29
   552  seq551        71        1       69     no     76.69   0.979       0.00       0.00       0.00      0.22
   553  seq552        71        1       69     no     71.25   0.966       0.00       0.00       0.00      0.23
   554  seq553        71        1       69     no     73.18   0.985       0.00       0.00       0.00      0.30
   555  seq554        71        1       69     no     76.24   0.977       0.00       0.00       0.00      0.27
   556  seq555        71        1       69     no     63.24   0.982       0.00       0.00       0.00      0.31
   557  seq556        71        1       69     no     66.85   0.971       0.00       0.00       0.00      0.31
   558  seq557        72        1       69     no     78.94   0.978       0.00       0.00       0.00      0.22
   559  seq558        71        1       69     no     70.19   0.980       0.00       0.00       0.00      0.24
   560  seq559        71        1       69     no     65.33   0.969       0.00       0.00       0.00      0.26
   561  seq560        71        1       69     no     74.56   0.977       0.00       0.00       0.00      0.29
   562  seq561        71        1       69     no     78.15   0.983       0.00       0.00       0.00      0.21
   563  seq562        71        1       69     no     81.24   0.977       0.00       0.00       0.00      0.22
   564  seq563       112        1       69     no     -5.91   0.915       0.00       0.02       0.02      3.13
   565  seq564        71        1       69     no     75.00   0.972       0.00       0.00       0.00      0.23
   566  seq565        71        1       69     no     74.75   0.978       0.00       0.00       0.00      0.27
   567  seq566        71        1       69     no     75.86   0.980       0.00       0.00       0.00      0.24
   568  seq567        71        1       69     no     73.85   0.980       0.00       0.00       0.00      0.22
   569  seq568        71        1       69     no     75.61   0.980       0.00       0.00       0.00      0.26
   570  seq569        71        1       69     no     72.57   0.981       0.00       0.00       0.00      0.25
   571  seq570        71        1       69     no     73.07   0.977       0.00       0.00       0.00      0.31
   572  seq571        71        1       69     no     75.46   0.979       0.00       0.00       0.00      0.24
   573  seq572        71        1       69     no     67.50   0.979       0.00       0.00       0.00      0.29
   574  seq573        71        1       69     no     77.09   0.975       0.00       0.00       0.00      0.27
   575  seq574        71        1       69     no     73.02   0.977       0.00       0.00       0.00      0.23
   576  seq575        71        1       69     no     73.66   0.969       0.00       0.00       0.00      0.22
   577  seq576        71        1       69     no     76.35   0.978       0.00       0.00       0.00      0.22
   578  seq577        71        1       69     no     81.05   0.977       0.00       0.00       0.00      0.22
   579  seq578        71        1       69     no     79.57   0.980       0.00       0.00       0.00      0.26
   580  seq579        71        1       69     no     79.48   0.985       0.00       0.00       0.00      0.21
   581  seq580        71        1       69     no     67.60   0.972       0.00       0.00       0.00      0.29
   582  seq581        71        1       69     no     78.16   0.979       0.00       0.00       0.00      0.22
   583  seq582        93        1       69     no      7.42   0.676       0.00       0.01       0.01      1.96
   584  seq583        71        1       69     no     66.98   0.988       0.00       0.00       0.00      0.28
   585  seq584        71        1       69     no     75.20   0.973       0.00       0.00       0.00      0.23
   586  seq585        71        1       69     no     78.13   0.984       0.00       0.00       0.00      0.22
   587  seq586        71        1       69     no     74.77   0.988       0.00       0.00       0.00      0.28
   588  seq587        71        1       69     no     68.56   0.966       0.00       0.00       0.00      0.23
   589  seq588        71        1       69     no     83.58   0.980       0.00       0.00       0.00      0.20
   590  seq589        71        1       69     no     72.35   0.973       0.00       0.00       0.00      0.27
   591  seq590        71        1       69     no     77.49   0.978       0.00       0.00       0.00      0.27
   592  seq591        72        1       69     no     73.53   0.975       0.00       0.00       0.00      0.23
   593  seq592        71        1       69     no     77.44   0.984       0.00       0.00       0.00      0.22
   594  seq593        71        1       69     no     74.78   0.975       0.00       0.00       0.00      0.22
   595  seq594        71        1       69     no     70.47   0.974       0.00       0.00       0.00      0.25
   596  seq595        71        1       69     no     78.21   0.974       0.00       0.00       0.00      0.21
   597  seq596        71        1       69     no     65.98   0.972       0.00       0.00       0.00      0.28
   598  seq597        71        1       69     no     77.93   0.978       0.00       0.00       0.00      0.22
   599  seq598        71        1       69     no     71.24   0.970       0.00       0.00       0.00      0.23
   600  seq599        71        1       69     no     66.48   0.980       0.00       0.00       0.00      0.26
   601  seq600        71        1       69     no     71.26   0.978       0.00       0.00       0.00      0.25
   602  seq601        71        1       69     no     79.96   0.980       0.00       0.00       0.00      0.20
   603  seq602        71        1       69     no     80.04   0.978       0.00       0.00       0.00      0.23
   604  seq603        71        1       69     no     71.72   0.978       0.00       0.00       0.00      0.26
   605  seq604        71        1       69     no     71.17   0.977       0.00       0.00       0.00      0.24
   606  seq605        71        1       69     no     63.80   0.977       0.00       0.00       0.00      0.31
   607  seq606        71        1       69     no     78.73   0.981       0.00       0.00       0.00      0.23
   608  seq607        71        1       69     no     78.30   0.975       0.00       0.00       0.00      0.22
   609  seq608        71        1       69     no     62.07   0.964       0.00       0.00       0.00      0.28
   610  seq609        71        1       69     no     75.41   0.980       0.00       0.00       0.00      0.29
   611  seq610        71        1       69     no     68.14   0.969       0.00       0.00       0.00      0.26
   612  seq611        71        1       69     no     82.68   0.980       0.00       0.00       0.00      0.23
   613  seq612        71        1       69     no     83.52   0.975       0.00       0.00       0.00      0.21
   614  seq613        71        1       69     no     76.73   0.982       0.00       0.00       0.00      0.27
   615  seq614        72        1       69     no     75.61   0.984       0.00       0.00       0.00      0.24
   616  seq615        71        1       69     no     77.55   0.960       0.00       0.00       0.00      0.24
   617  seq616        71        1       69     no     76.31   0.970       0.00       0.00       0.00      0.27
   618  seq617        71        1       69     no     77.76   0.978       0.00       0.00       0.00      0.24
   619  seq618        71        1       69     no     72.89   0.977       0.00       0.00       0.00      0.24
   620  seq619        71        1       69     no     69.45   0.983       0.00       0.00       0.00      0.29
   621  seq620        71        1       69     no     69.58   0.979       0.00       0.00       0.00      0.25
   622  seq621        71        1       69     no     72.67   0.977       0.00       0.00       0.00      0.26
   623  seq622        71        1       69     no     69.91   0.965       0.00       0.00       0.00      0.28
   624  seq623        71        1       69     no     79.66   0.982       0.00       0.00       0.00      0.20
   625  seq624        71        1       69     no     76.21   0.974       0.00       0.00       0.00      0.28
   626  seq625        72        1       69     no     73.06   0.986       0.00       0.00       0.00      0.27
   627  seq626        71        1       69     no     73.10   0.984       0.00       0.00       0.00      0.24
   628  seq627        72        1       69     no     75.39   0.984       0.00       0.00       0.00      0.26
   629  seq628        71        1       69     no     75.78   0.976       0.00       0.00       0.00      0.24
   630  seq629        71        1       69     no     72.47   0.980       0.00       0.00       0.00      0.29
   631  seq630        71        1       69     no     76.56   0.972       0.00       0.00       0.00      0.25
   632  seq631        71        1       69     no     74.20   0.978       0.00       0.00       0.00      0.23
   633  seq632        71        1       69     no     78.84   0.978       0.00       0.00       0.00      0.24
   634  seq633        71        1       69     no     58.24   0.973       0.00       0.00       0.00      0.32
   635  seq634        71        1       69     no     77.04   0.975       0.00       0.00       0.00      0.23
   636  seq635        71        1       69     no     76.05   0.975       0.00       0.00       0.00      0.27
   637  seq636        71        1       69     no     79.39   0.967       0.00       0.00       0.00      0.26
   638  seq637        71        1       69     no     71.73   0.973       0.00       0.00       0.00      0.22
   639  seq638        71        1       69     no     77.94   0.966       0.00       0.00       0.00      0.27
   640  seq639        71        1       69     no     66.99   0.978       0.00       0.00       0.00      0.30
   641  seq640        71        1       69     no     67.52   0.976       0.00       0.00       0.00      0.30
   642  seq641        71        1       69     no     77.74   0.973       0.00       0.00       0.00      0.23
   643  seq642        71        1       69     no     74.46   0.971       0.00       0.00       0.00      0.25
   644  seq643        72        1       69     no     72.26   0.980       0.00       0.00       0.00      0.22
   645  seq644        71        1       69     no     70.32   0.974       0.00       0.00       0.00      0.29
   646  seq645        71        1       69     no     74.20   0.980       0.00       0.00       0.00      0.26
   647  seq646        71        1       69     no     68.11   0.974       0.00       0.00       0.00      0.30
   648  seq647        71        1       69     no     77.01   0.980       0.00       0.00       0.00      0.22
   649  seq648        71        1       69     no     70.92   0.978       0.00       0.00       0.00      0.30
   650  seq649        71        1       69     no     76.31   0.978       0.00       0.00       0.00      0.23
   651  seq650        71        1       69     no     77.47   0.980       0.00       0.00       0.00      0.24
   652  seq651        71        1       69     no     80.87   0.978       0.00       0.00       0.00      0.24
   653  seq652        71        1       69     no     64.88   0.965       0.00       0.00       0.00      0.35
   654  seq653        71        1       69     no     70.75   0.979       0.00       0.00       0.00      0.27
   655  seq654        71        1       69     no     75.57   0.980       0.00       0.00       0.00      0.22
   656  seq655        71        1       69     no     73.02   0.982       0.00       0.00       0.00      0.28
   657  seq656        71        1       69     no     71.22   0.980       0.00       0.00       0.00      0.27
   658  seq657        71        1       69     no     68.44   0.977       0.00       0.00       0.00      0.26
   659  seq658        72        1       69     no     70.74   0.985       0.00       0.00       0.00      0.26
   660  seq659        71        1       69     no     81.70   0.984       0.00       0.00       0.00      0.21
   661  seq660        71        1       69     no     73.07   0.970       0.00       0.00       0.00      0.27
   662  seq661        71        1       69     no     78.41   0.986       0.00       0.00       0.00      0.29
   663  seq662        71        1       69     no     73.00   0.977       0.00       0.00       0.00      0.24
   664  seq663        71        1       69     no     80.72   0.981       0.00       0.00       0.00      0.28
   665  seq664        71        1       69     no     72.79   0.978       0.00       0.00       0.00      0.25
   666  seq665        71        1       69     no     72.75   0.973       0.00       0.00       0.00      0.27
   667  seq666        71        1       69     no     75.22   0.978       0.00       0.00       0.00      0.27
   668  seq667        71        1       69     no     76.53   0.978       0.00       0.00       0.00      0.26
   669  seq668        72        1       69     no     79.09   0.973       0.00       0.00       0.00      0.24
   670  seq669        71        1       69     no     75.95   0.982       0.00       0.00       0.00      0.25
   671  seq670       118        1       16     no    -11.50   0.918       0.00       0.02       0.02      3.02
   672  seq671        71        1       69     no     64.73   0.976       0.00       0.00       0.00      0.31
   673  seq672        71        1       69     no     78.45   0.977       0.00       0.00       0.00      0.23
   674  seq673        71        1       69     no     71.95   0.971       0.00       0.00       0.00      0.24
   675  seq674        71        1       69     no     71.16   0.981       0.00       0.00       0.00      0.25
   676  seq675        71        1       69     no     78.38   0.982       0.00       0.00       0.00      0.23
   677  seq676        71        1       69     no     78.28   0.978       0.00       0.00       0.00      0.20
   678  seq677        71        1       69     no     77.42   0.984       0.00       0.00       0.00      0.23
   679  seq678        71        1       69     no     68.89   0.968       0.00       0.00       0.00      0.32
   680  seq679        71        1       69     no     71.72   0.980       0.00       0.00       0.00      0.26
   681  seq680        71        1       69     no     75.93   0.982       0.00       0.00       0.00      0.27
   682  seq681        71        1       69     no     68.05   0.967       0.00       0.00       0.00      0.24
   683  seq682        71        1       69     no     69.91   0.976       0.00       0.00       0.00      0.27
   684  seq683        71        1       69     no     79.78   0.978       0.00       0.00       0.00      0.21
   685  seq684        71        1       69     no     75.83   0.977       0.00       0.00       0.00      0.25
   686  seq685        71        1       69     no     72.97   0.980       0.00       0.00       0.00      0.23
   687  seq686        71        1       69     no     75.46   0.978       0.00       0.00       0.00      0.24
   688  seq687        71        1       69     no     73.40   0.984       0.00       0.00       0.00      0.24
   689  seq688        71        1       69     no     75.46   0.980       0.00       0.00       0.00      0.25
   690  seq689        71        1       69     no     72.13   0.977       0.00       0.00       0.00      0.23
   691  seq690        71        1       69     no     79.77   0.978       0.00       0.00       0.00      0.26
   692  seq691        71        1       69     no     77.46   0.984       0.00       0.00       0.00      0.24
   693  seq692        71        1       69     no     77.42   0.981       0.00       0.00       0.00      0.24
   694  seq693        71        1       69     no     75.34   0.975       0.00       0.00       0.00      0.24
   695  seq694        71        1       69     no     80.14   0.978       0.00       0.00       0.00      0.20
   696  seq695        72        1       69     no     71.74   0.971       0.00       0.00       0.00      0.23
   697  seq696        71        1       69     no     79.68   0.981       0.00       0.00       0.00      0.23
   698  seq697        71        1       69     no     72.33   0.979       0.00       0.00       0.00      0.22
   699  seq698        71        1       69     no     79.36   0.967       0.00       0.00       0.00      0.24
   700  seq699        71        1       69     no     65.58   0.965       0.00       0.00       0.00      0.25
   701  seq700        71        1       69     no     67.14   0.977       0.00       0.00       0.00      0.24
   702  seq701        71        1       69     no     74.43   0.979       0.00       0.00       0.00      0.24
   703  seq702       111        1       18     no     -7.52   0.912       0.00       0.02       0.02      3.04
   704  seq703        71        1       69     no     83.70   0.983       0.00       0.00       0.00      0.20
   705  seq704        71        1       69     no     74.44   0.979       0.00       0.00       0.00      0.28
   706  seq705        71        1       69     no     70.99   0.978       0.00       0.00       0.00      0.27
   707  seq706        71        1       69     no     68.52   0.978       0.00       0.00       0.00      0.22
